Queue ID,Company Name,Segment,Tier,Location,Decision Maker,Role,Email,Phone,LinkedIn,Scale,Fit,Pain,Angle,Source,Status,Usability Status,Priority Score,Channel,Language,English Confidence,Phone Allowed,Text Outreach Ready,DM Verification,Email Verification,Email Source,From Address,Sender Readiness,Automation Stage,Automation Blocker,Send Batch,Send Approved,Subject EN,Subject HU,Follow-up Due,Sent At,Reply Status,Thread ID,Next Action,First Message EN,First Message HU,First Message,Follow Up 1,Notes
CEEFM-C-041,Elysium Invest,Property management value focus,Tier 2,BP,Not found,MD,info@elysiuminvest.hu,Not found,Not found,Premium portfolio,Asset value preservation positioning,Asset preservation premium cleaning,Asset value preservation alignment,ingatlanturul.eu,Qualify then send,Text only - generic inbox,9,Email,EN+HU,Medium,No,Yes,Role only / unverified,Generic only,Source workbook,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Manual send only until sender DNS is fixed,Manual approval before email,email generic only,Hold,No,Cleaning and maintenance support for managed properties,Takarítási és karbantartási támogatás kezelt ingatlanokhoz,,,,,Email outreach,"Hi there, managing distributed properties means owner trust depends on vendors showing up consistently. CEEFM helps Budapest property managers replace ad hoc cleaning and maintenance with one accountable FM contract. Worth a 15-minute call?","Üdvözlöm, a(z) Elysium Invest típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Hi there, managing distributed properties means owner trust depends on vendors showing up consistently. CEEFM helps Budapest property managers replace ad hoc cleaning and maintenance with one accountable FM contract. Worth a 15-minute call?

---

Üdvözlöm, a(z) Elysium Invest típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Quick follow-up. The useful part may simply be a short benchmark: where cleaning, maintenance, and handoff risk usually leak time before peak season. Open to a 15-minute call?",
CEEFM-C-040,Flamingó Ingatlankezelő Kft,Property management,Tier 2,VII (Marek József 31),Not found,MD,info@flamingoingatlan.hu,Not found,Not found,Multi-building since 1999,Since 1999 established portfolio,Long-tenured incumbent existing provider stale,Refresh-incumbent angle,ingatlanturul.eu,Qualify then send,Text only - generic inbox,9,Email,EN+HU,Low,No,Yes,Role only / unverified,Generic only,Source workbook,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Manual send only until sender DNS is fixed,Manual approval before email,email generic only,Hold,No,Cleaning and maintenance support for managed properties,Takarítási és karbantartási támogatás kezelt ingatlanokhoz,,,,,Hungarian email,"Hi there, managing distributed properties means owner trust depends on vendors showing up consistently. CEEFM helps Budapest property managers replace ad hoc cleaning and maintenance with one accountable FM contract. Worth a 15-minute call?","Üdvözlöm, a(z) Flamingó Ingatlankezelő Kft típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Hi there, managing distributed properties means owner trust depends on vendors showing up consistently. CEEFM helps Budapest property managers replace ad hoc cleaning and maintenance with one accountable FM contract. Worth a 15-minute call?

---

Üdvözlöm, a(z) Flamingó Ingatlankezelő Kft típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Quick follow-up. The useful part may simply be a short benchmark: where cleaning, maintenance, and handoff risk usually leak time before peak season. Open to a 15-minute call?",
CEEFM-C-045,Helpers Hungary Property Management,Property mgmt + immigration,Tier 2,XI (Dombóvári 27),Not found,Property Manager,office@helpersfinance.hu,Not found,linkedin.com/company/helpers-hungary,Multi-property foreign owners,Part of HELPERS group established 2005,Foreign-investor premium expected,Premium cleaning standard pitch,helpers.hu,Qualify then send,English text-ready,9,LinkedIn,EN+HU,Medium,No,Yes,Role only / unverified,Generic only,Source workbook,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not relevant - manual LinkedIn,Manual LinkedIn step,,Batch 1 - manual LinkedIn,No,Cleaning and maintenance support for managed properties,Takarítási és karbantartási támogatás kezelt ingatlanokhoz,,,,,Email outreach,"Hi there, managing distributed properties means owner trust depends on vendors showing up consistently. CEEFM helps Budapest property managers replace ad hoc cleaning and maintenance with one accountable FM contract. Worth a 15-minute call?","Üdvözlöm, a(z) Helpers Hungary Property Management típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Hi there, managing distributed properties means owner trust depends on vendors showing up consistently. CEEFM helps Budapest property managers replace ad hoc cleaning and maintenance with one accountable FM contract. Worth a 15-minute call?

---

Üdvözlöm, a(z) Helpers Hungary Property Management típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Quick follow-up. The useful part may simply be a short benchmark: where cleaning, maintenance, and handoff risk usually leak time before peak season. Open to a 15-minute call?",
CEEFM-C-042,AUDAX Ingatlankezelő Kft,Property management,Tier 2,BP,Not found,MD,Not found,Not found,Not found,Multi-building,Listed in OPTEN directory,Unknown portfolio size,Verify scale before approach,OPTEN,Find contact,Find verified decision maker,8,Research,EN+HU,Low,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,Cleaning and maintenance support for managed properties,Takarítási és karbantartási támogatás kezelt ingatlanokhoz,,,,,Cégtár lookup first,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-049,BudBed,Airbnb apartment management,Tier 2,Multi-district,Not found,Founder,Not found,Not found,Not found,60 apartments managed,60-apartment Airbnb portfolio,High turnover cleaning is core product,Airbnb scaling angle,budbed.hu,Find contact,Find verified decision maker,8,Research,EN+HU,Medium,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,FM support before Budapest peak season,FM támogatás a budapesti főszezon előtt,,,,,Email outreach,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-044,Ingatlanmentorok.hu,Foreign-owner property specialist,Tier 2,BP,Jekkel Béla,Founder,Not found,Not found,Not found,Distributed foreign-owner portfolio,Specialist foreign-owner properties family business,Foreign owners pay for quality,Premium foreign-owner standard,ingatlanmentorok.hu,Find contact,Needs verification,8,Research,EN+HU,Medium,No,No,Named in source workbook,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Hold,email missing,Hold,No,Cleaning and maintenance support for managed properties,Takarítási és karbantartási támogatás kezelt ingatlanokhoz,,,,,Email Jekkel Béla,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-035,Matthew & Daniel's Kft,Property management + sales + renovation,Tier 2,VI (Dalszínház 10),Balint,Senior Agent,Not found,Not found,Not found,Multi-property portfolio,Real estate + management hybrid owner-led,Distributed properties foreign owners,Foreign-owner standardisation pitch,matthewdanielsrealty.com,Find contact,Needs verification,8,Research,EN+HU,Low,No,No,Named in source workbook,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Hold,email missing,Hold,No,Cleaning and maintenance support for managed properties,Takarítási és karbantartási támogatás kezelt ingatlanokhoz,,,,,LinkedIn outreach Balint,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-047,Metropolitan Homes (mhomes),Luxury real estate + management,Tier 2,Multi-district,Not found,Director,Not found,Not found,Not found,Boutique luxury portfolio,Boutique luxury agency foreign-buyer,Luxury portfolio premium standard,Luxury cleaning pitch,mhomes.hu,Find contact,Find verified decision maker,8,Research,EN+HU,Medium,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,Budapest FM partnership,Budapesti FM együttműködés,,,,,Cold email,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-036,QED Property Kft,Property management for international investors,Tier 2,Central BP,Not found,Director,Not found,Not found,Not found,Multi-property,Foreign-investor + expat client focus,International cleaning standards expected,International-standard cleaning pitch,qedproperty.hu,Find contact,Find verified decision maker,8,Research,EN+HU,Medium,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,Cleaning and maintenance support for managed properties,Takarítási és karbantartási támogatás kezelt ingatlanokhoz,,,,,Email outreach,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-069,SOHO Boutique Hotel,Boutique hotel,Tier 4,VII,Not found,GM,info@sohoboutiquehotel.hu,Not found,Not found,68 double + 6 suites,Mid-size 68-room Jewish Quarter,Mid-size housekeeping team mgmt weak link,Mid-size structure pitch,budapestbylocals.com,Qualify then send,Text only - generic inbox,8,Email,EN+HU,Medium,No,Yes,Role only / unverified,Generic only,Source workbook,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Manual send only until sender DNS is fixed,Manual approval before email,email generic only,Hold,No,FM support before Budapest peak season,FM támogatás a budapesti főszezon előtt,,,,,Email outreach,"Hi there, SOHO Boutique Hotel looks like the kind of Budapest operator where guest turnover, cleaning reliability, and maintenance handoffs can decide review quality during peak season. We work with CEEFM to consolidate FM under one local provider. Worth a 15-minute call?","Üdvözlöm, a(z) SOHO Boutique Hotel típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Hi there, SOHO Boutique Hotel looks like the kind of Budapest operator where guest turnover, cleaning reliability, and maintenance handoffs can decide review quality during peak season. We work with CEEFM to consolidate FM under one local provider. Worth a 15-minute call?

---

Üdvözlöm, a(z) SOHO Boutique Hotel típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Quick follow-up. The useful part may simply be a short benchmark: where cleaning, maintenance, and handoff risk usually leak time before peak season. Open to a 15-minute call?",
CEEFM-C-024,Madison Apartments,Serviced apartments,Tier 1,VI,Not found,Owner / GM,info@madisonapartments.hu,Not found,Not found,Multi-property,Listed in serviced apartment directories,Distributed model scaling pain,Scaling support angle,agoda.com,Research first,Research before outreach,8,Email,EN+HU,Medium,No,No,Role only / unverified,Generic only,Source workbook,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Manual send only until sender DNS is fixed,Hold,email generic only; research first,Hold,No,FM support before Budapest peak season,FM támogatás a budapesti főszezon előtt,,,,,Verify scale,"Hi there, Madison Apartments looks like the kind of Budapest operator where guest turnover, cleaning reliability, and maintenance handoffs can decide review quality during peak season. We work with CEEFM to consolidate FM under one local provider. Worth a 15-minute call?","Üdvözlöm, a(z) Madison Apartments típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Hi there, Madison Apartments looks like the kind of Budapest operator where guest turnover, cleaning reliability, and maintenance handoffs can decide review quality during peak season. We work with CEEFM to consolidate FM under one local provider. Worth a 15-minute call?

---

Üdvözlöm, a(z) Madison Apartments típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Quick follow-up. The useful part may simply be a short benchmark: where cleaning, maintenance, and handoff risk usually leak time before peak season. Open to a 15-minute call?",
CEEFM-C-062,MyHome Budapest,Shared flats students,Tier 3,Multi-district,Not found,Owner,info@myhomebudapest.com,Not found,Not found,Distributed apartments,Distributed apartments not building-level,Distributed model logistics chaos,Logistics pitch,myhomebudapest.com,Qualify then send,Text only - generic inbox,7,Email,EN+HU,Medium,No,Yes,Role only / unverified,Generic only,Source workbook,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Manual send only until sender DNS is fixed,Manual approval before email,email generic only,Hold,No,Budapest FM partnership,Budapesti FM együttműködés,,,,,Lower priority,"Hi there, I noticed MyHome Budapest and the likely operations pressure around Distributed model logistics chaos. CEEFM helps Budapest operators simplify FM delivery through Logistics pitch. Worth a quick call?","Üdvözlöm, a(z) MyHome Budapest típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Hi there, I noticed MyHome Budapest and the likely operations pressure around Distributed model logistics chaos. CEEFM helps Budapest operators simplify FM delivery through Logistics pitch. Worth a quick call?

---

Üdvözlöm, a(z) MyHome Budapest típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Quick follow-up. The useful part may simply be a short benchmark: where cleaning, maintenance, and handoff risk usually leak time before peak season. Open to a 15-minute call?",
CEEFM-C-064,BME Private Dormitory Network,BME dorm referral network,Tier 3,near BME (XI),Not found,Network coordinator,Not found,Not found,Not found,Aggregated network,BME refers students to private dorms,Indirect channel to multiple operators,BME referral channel pitch,imt.bme.hu,Find contact,Find verified decision maker,6,Research,EN+HU,Medium,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,Budapest FM partnership,Budapesti FM együttműködés,,,,,Contact BME housing office,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-061,Baross 10 / Bródy 23 dorm chain,Private dormitory chain,Tier 3,"VIII, IX",Not found,Owner,Not found,Not found,Not found,3 BP locations near BME,Multi-location dormitory chain near BME,Multi-location consolidation,Chain consolidation pitch,imt.bme.hu,Find contact,Find verified decision maker,6,Research,EN+HU,Medium,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,Budapest FM partnership,Budapesti FM együttműködés,,,,,Identify operator entity,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-065,Hostel Marco Polo,Hostel near universities,Tier 3,VII,Not found,Owner,Not found,Not found,Not found,Mid-size hostel,Hostel near universities high student traffic,Mixed student + traveller cleaning needs,High-turnover pitch,tripadvisor.com,Find contact,Find verified decision maker,6,Research,EN+HU,Medium,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,Budapest FM partnership,Budapesti FM együttműködés,,,,,Cold email,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-063,Móricz Living sister property pipeline,Future PBSA,Tier 3,Buda,Not found,Founder,Not found,Not found,Not found,Pipeline expansion,Likely planning additional properties,Get in early on next property,Next-property contract pitch,moriczliving.com,Find contact,Find verified decision maker,6,Research,EN+HU,Low,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,Cleaning and maintenance support for managed properties,Takarítási és karbantartási támogatás kezelt ingatlanokhoz,,,,,Ask in initial Móricz contact,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-092,A+ Renovation Budapest,Renovation specialist,Tier 5,BP,Not found,MD,Not found,Not found,Not found,Apartment + commercial,Apartment + commercial renovation,Each handover post-renovation cleaning,Apartment handover pitch,budapestlovers.city,Find contact,Find verified decision maker,5,Research,EN+HU,Low,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,Budapest FM partnership,Budapesti FM együttműködés,,,,,Cold email,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-084,BUILD IT Mérnökiroda Kft,General contractor,Tier 5,BP,Not found,MD,Not found,Not found,Not found,Industrial + public + residential,Heritage sector + industrial multi-segment,Heritage post-construction specialty,Heritage handover pitch,ensun.io,Find contact,Find verified decision maker,5,Research,EN+HU,Low,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,Budapest FM partnership,Budapesti FM együttműködés,,,,,Cold email,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-085,Tecton Kft,Architecture + design + construction,Tier 5,BP,Not found,MD,Not found,Not found,Not found,Industrial + public,Integrated architecture-design-construction,Integrated handovers single-vendor cleaning preferred,Integrated-handover pitch,ensun.io,Find contact,Find verified decision maker,5,Research,EN+HU,Low,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,Budapest FM partnership,Budapesti FM együttműködés,,,,,Cold email,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-075,Baroque Hostel,Hostel,Tier 4,Central BP,Not found,Owner / GM,info@baroquehostel.com,Not found,Not found,Mid-size hostel,Independent hostel high turnover,Hostel constant turnover cleaning core product,High-turnover hostel pitch,tripadvisor.com,Qualify then send,Text only - generic inbox,5,Email,EN+HU,Medium,No,Yes,Role only / unverified,Generic only,Source workbook,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Manual send only until sender DNS is fixed,Manual approval before email,email generic only,Hold,No,Budapest FM partnership,Budapesti FM együttműködés,,,,,Email outreach,"Hi there, Baroque Hostel looks like the kind of Budapest operator where guest turnover, cleaning reliability, and maintenance handoffs can decide review quality during peak season. We work with CEEFM to consolidate FM under one local provider. Worth a 15-minute call?","Üdvözlöm, a(z) Baroque Hostel típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Hi there, Baroque Hostel looks like the kind of Budapest operator where guest turnover, cleaning reliability, and maintenance handoffs can decide review quality during peak season. We work with CEEFM to consolidate FM under one local provider. Worth a 15-minute call?

---

Üdvözlöm, a(z) Baroque Hostel típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Quick follow-up. The useful part may simply be a short benchmark: where cleaning, maintenance, and handoff risk usually leak time before peak season. Open to a 15-minute call?",
CEEFM-C-068,Gerlóczy Boutique Hotel,Boutique heritage hotel,Tier 4,V,Not found,GM,info@gerloczy.hu,Not found,Not found,Small heritage boutique,Parisian-boho-chic heritage independent,Heritage building specialty cleaning,Heritage-grade cleaning pitch,myboutiquehotel.com,Qualify then send,Text only - generic inbox,5,Email,EN+HU,Medium,No,Yes,Role only / unverified,Generic only,Source workbook,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Manual send only until sender DNS is fixed,Manual approval before email,email generic only,Hold,No,FM support before Budapest peak season,FM támogatás a budapesti főszezon előtt,,,,,Email outreach,"Hi there, Gerlóczy Boutique Hotel looks like the kind of Budapest operator where guest turnover, cleaning reliability, and maintenance handoffs can decide review quality during peak season. We work with CEEFM to consolidate FM under one local provider. Worth a 15-minute call?","Üdvözlöm, a(z) Gerlóczy Boutique Hotel típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Hi there, Gerlóczy Boutique Hotel looks like the kind of Budapest operator where guest turnover, cleaning reliability, and maintenance handoffs can decide review quality during peak season. We work with CEEFM to consolidate FM under one local provider. Worth a 15-minute call?

---

Üdvözlöm, a(z) Gerlóczy Boutique Hotel típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Quick follow-up. The useful part may simply be a short benchmark: where cleaning, maintenance, and handoff risk usually leak time before peak season. Open to a 15-minute call?",
CEEFM-C-074,Leonardo Boutique Hotel BP M-Square,Boutique hotel chain,Tier 4,VII,Not found,GM Budapest,Not found,Not found,linkedin.com/company/leonardo-hotels,Mid-size,International chain entry to chain contract,Chain brand standards documentation,Chain compliance pitch,tripadvisor.com,Qualify then send,English text-ready,5,LinkedIn,EN+HU,Medium,No,Yes,Role only / unverified,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not relevant - manual LinkedIn,Manual LinkedIn step,,Batch 1 - manual LinkedIn,No,FM support before Budapest peak season,FM támogatás a budapesti főszezon előtt,,,,,LinkedIn search BP GM,"Hi there, Leonardo Boutique Hotel BP M-Square looks like the kind of Budapest operator where guest turnover, cleaning reliability, and maintenance handoffs can decide review quality during peak season. We work with CEEFM to consolidate FM under one local provider. Worth a 15-minute call?","Üdvözlöm, a(z) Leonardo Boutique Hotel BP M-Square típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Hi there, Leonardo Boutique Hotel BP M-Square looks like the kind of Budapest operator where guest turnover, cleaning reliability, and maintenance handoffs can decide review quality during peak season. We work with CEEFM to consolidate FM under one local provider. Worth a 15-minute call?

---

Üdvözlöm, a(z) Leonardo Boutique Hotel BP M-Square típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Quick follow-up. The useful part may simply be a short benchmark: where cleaning, maintenance, and handoff risk usually leak time before peak season. Open to a 15-minute call?",
CEEFM-C-078,12 Revay Hotel,Boutique hotel,Tier 4,VI,Not found,GM,Not found,Not found,Not found,Small boutique,Independent near Basilica,Independent small limited in-house,Small-boutique support pitch,myboutiquehotel.com,Find contact,Find verified decision maker,4,Research,EN+HU,Medium,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,FM support before Budapest peak season,FM támogatás a budapesti főszezon előtt,,,,,Cold email,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-079,Ambra Hotel,Boutique hotel,Tier 4,VI,Not found,GM,Not found,Not found,Not found,Mid-size,Independent boutique near Andrássy,Mid-scale independent positioning,Independent pitch,tripadvisor.com,Find contact,Find verified decision maker,4,Research,EN+HU,Medium,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,FM support before Budapest peak season,FM támogatás a budapesti főszezon előtt,,,,,Cold email,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-066,Brody House,Boutique hotel,Tier 4,VIII (Palace District),Not found,GM,Not found,Not found,Not found,8 rooms,Art-themed townhouse small enough to outsource,Boutique personalised standards low in-house overhead,Boutique support angle,wanderlog.com,Find contact,Find verified decision maker,4,Research,EN+HU,Medium,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,FM support before Budapest peak season,FM támogatás a budapesti főszezon előtt,,,,,Email outreach,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-067,Carat Boutique Hotel,Boutique hotel,Tier 4,V,Not found,GM,Not found,Not found,Not found,30-40 rooms,Boutique central independent,Independent no chain housekeeping team,Outsource housekeeping pitch,tripadvisor.com,Find contact,Find verified decision maker,4,Research,EN+HU,Medium,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,FM support before Budapest peak season,FM támogatás a budapesti főszezon előtt,,,,,Cold email,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
