status,lane,company,website,city,country,sector,trigger_observation,proof_to_use,source,contact_name,contact_role,contact_url,email,first_contact_sent,follow_up_1_sent,follow_up_2_sent,linkedin_touch,mini_observation_created,next_action,notes,evidence_urls,checked_at,canonical_domain
research,Lane D Nigeria growth businesses,Geneto Facility Management Company,https://genetofmc.com/,Lagos,Nigeria,"Estate and commercial facility management, power, water, cleaning, security, and maintenance","Owned site presents current Lagos estate-management positioning, named managed properties, 24/7 support, public email, and a Request Facility Assessment route; research should verify whether proof, assessment routing, and operational claims are concrete enough for buyer trust.",BridgeWorks facility-assessment route and credibility-proof review only if one current conversion or proof gap is verified.,"Current owned website discovered via public web search on 2026-08-10; local source/prior artifact checks, exact HubSpot company/contact checks, and Gmail exact domain/email checks returned no matches.",,,https://genetofmc.com/,info@genetofmc.com,,,,,,"Research managed-property proof, assessment/contact route, exact destination, current support claims, and duplicate-contact risk; hold if no exact commercial gap is found.","Public source lists info@genetofmc.com, 14 Aliu Street Kosofe Ketu Lagos, 08038961824, 4+ years since 2021, SCUML-compliant claim, and named estate examples.",https://genetofmc.com/,2026-08-10,genetofmc.com
research,Lane D Nigeria growth businesses,Eloria Consult,https://www.eloriaconsult.com/,Lagos / Abuja,Nigeria,"Hospitality consulting, facility management, interior design, and procurement","Owned site presents a named director, Lagos/Abuja premium hospitality and facility-management offer, 200+ project claim, and consultation route, while the public page renders the email and phone as concatenated text and shows apparent footer/template residue.",BridgeWorks premium-service contact-route and credibility polish review only if current rendering/template residue is verified.,"Current owned website discovered via public web search on 2026-08-10; local source/prior artifact checks, exact HubSpot company/contact checks, and Gmail exact domain/email checks returned no matches.",Obianuju Daisy Odukoya,Director,https://www.eloriaconsult.com/,info@eloriaconsult.com,,,,,,"Research director/contact route, consultation destination, project proof, footer/rendering issues, and duplicate-contact risk; draft only if a current buyer-route credibility gap is exact.","Public source lists Obianuju Daisy Odukoya FIMC, info@eloriaconsult.com, +234 803 467 7077, Lagos/Abuja, and 2026 copyright.",https://www.eloriaconsult.com/,2026-08-10,eloriaconsult.com
research,Lane D Nigeria growth businesses,INTAMACO Nigeria Limited,https://intamaco.com/index.php,Lagos,Nigeria,"Design-led construction, interior fit-outs, facility management, data-centre, and office-space solutions","Owned site presents current corporate/industrial facility-management positioning, request-consultation CTAs, public phone/email, and project-gallery items, but also exposes a Latest News section with no posts and a footer contact block that omits the email shown in the header.",BridgeWorks consultation-route and authority-proof review only if one current route/proof gap is verified.,"Current owned website discovered via public web search on 2026-08-10; local source/prior artifact checks, exact HubSpot company/contact checks, and Gmail exact domain/email checks returned no matches.",,,https://intamaco.com/index.php,info@intamaco.com,,,,,,"Research consultation/contact route, facility-management service page, project proof, header/footer contact consistency, and duplicate-contact risk; hold if only cosmetic issues are found.","Public source lists info@intamaco.com, +234 8023 342 994, +234 8037 592 397, and 21 Kadiri Street off Clegg Street Surulere Lagos.",https://intamaco.com/index.php,2026-08-10,intamaco.com
research,Lane D Nigeria growth businesses,Greenleaf Engineering,https://greenleaf.com.ng/location/,Lagos,Nigeria,"Integrated facility management, hard FM, soft FM, building maintenance, utilities, cleaning, and security coordination","Owned contact page presents a service-assessment route, public email, Lagos address, FAQ proof, and scalable/nationwide FM claims, but the visible phone number appears inconsistent between the header/contact block and footer.",BridgeWorks contact-route QA and service-proposal clarity review only if the phone/contact inconsistency is current.,"Current owned contact page discovered via public web search on 2026-08-10; local source/prior artifact checks, exact HubSpot company/contact checks, and Gmail exact domain/email checks returned no matches.",,,https://greenleaf.com.ng/location/,info@greenleaf.ng,,,,,,"Research contact form, phone/email consistency, integrated FM service pages, proposal route, and duplicate-contact risk; draft only if an exact current contact-route gap is verified.","Public source lists info@greenleaf.ng, A1 Unity Close Daily Need Lane Matori Mushin Lagos, +2349044614188 in the header/contact block, and a shorter footer phone value.",https://greenleaf.com.ng/location/,2026-08-10,greenleaf.com.ng
research,Lane D Nigeria growth businesses,Arc Solutions Limited,https://www.arcsolutionslimited.com/work/facility-management,Sango Otta,Nigeria,"Janitorial, fumigation, facility management, logistics, relocation, outsourcing, and post-construction cleaning","Owned service page presents current multi-city facility-management services, 15+ years experience, 24/7 emergency support, quote CTA, and public phones/email, while navigation/header text includes stray labels near the commercial CTA.",BridgeWorks quote-route and public-page QA review only if the current buyer route or trust proof is measurably confusing.,"Current owned service page discovered via public web search on 2026-08-10; local source/prior artifact checks, exact HubSpot company/contact checks, and Gmail exact domain/email checks returned no matches.",,,https://www.arcsolutionslimited.com/work/facility-management,info@arcsolutionslimited.com,,,,,,"Research quote route, navigation/header rendering, public proof claims, exact destination, and duplicate-contact risk; hold if no material commercial gap is found.","Public source lists info@arcsolutionslimited.com, +234 806 248 1004, +234 802 640 1777, +234 803 373 4383, and 2026 copyright.",https://www.arcsolutionslimited.com/work/facility-management,2026-08-10,arcsolutionslimited.com
research,Lane D Nigeria growth businesses,SAFE Facilities Management Limited,https://safefacilitiesng.com/contact,Lagos,Nigeria,"Facilities management, power management, security systems, cleaning, HVAC, horticulture, and mechanical work","Owned contact page presents 24/7 emergency support, consultation booking, public email, Lagos office route, and proprietary SAFE APP/service monitoring claim; research should verify whether the consultation and emergency routes are clear enough for high-urgency FM buyers.",BridgeWorks emergency/consultation-route review only if a current route or proof gap is verified.,"Current owned contact page discovered via public web search on 2026-08-10; local source/prior artifact checks, exact HubSpot company/contact checks, and Gmail exact domain/email checks returned no matches.",,,https://safefacilitiesng.com/contact,info@safefm.ng,,,,,,"Research contact/booking route, SAFE APP proof, emergency-support destination, exact email domain, and duplicate-contact risk; hold unless one concrete sourced commercial gap exists.","Public source lists info@safefm.ng, +234 0802 458 6699, 19 Humanities Street UNILAG Estate Magodo GRA Phase 1 Lagos, and broad FM service lines.",https://safefacilitiesng.com/contact,2026-08-10,safefacilitiesng.com
research,Lane D Nigeria growth businesses,Green Facilities Limited,https://greenfacilitiesltd.com/,Lagos,Nigeria,"Indigenous facilities management, project management, real estate development consultancy, and power/maintenance services","Public crawl presents a Lagos indigenous FM company with public email, hotline, named operators, client logos, and project-discussion CTA, but also shows duplicated office-hours/support-mail text and visible copy issues around corporate-services labeling.",BridgeWorks credibility-proof and contact-route QA review only if the duplicated/copy issue remains current on the owned site.,"Current owned website discovered via public web search on 2026-08-10; local source/prior artifact checks, exact HubSpot company/contact checks, and Gmail exact domain/email checks returned no matches.",,,https://greenfacilitiesltd.com/,info@greenfacilitiesltd.com,,,,,,"Research homepage/contact route, service proof, client-logo support, exact destination, and duplicate-contact risk; hold if the only issue is weak copy without a concrete commercial consequence.","Public source lists info@greenfacilitiesltd.com, 08060009599, 5B Samuel Adedoyin Street Victoria Island Lagos, named people, and facility/project/real-estate services.",https://greenfacilitiesltd.com/,2026-08-10,greenfacilitiesltd.com
research,Lane B African-owned businesses in Europe,EurAfrica Partners,https://eurafricapartners.com/,Ireland,Ireland,"Europe-Africa business consulting, investment facilitation, trade missions, and market entry support","Owned site presents an active Europe-Africa investment and market-entry consulting offer, public phone/email, team names, and 2026 footer, while visible homepage copy contains word-break and spelling issues around the core credibility message.",BridgeWorks credibility-first public-page QA and buyer-trust proof review only if current copy/rendering issues remain material.,"Public owned website discovered via current web search on 2026-08-17; local source/prior artifact checks, exact HubSpot company/contact checks, and Gmail exact domain/email checks returned no matches.",,,https://eurafricapartners.com/,info@eurafricapartners.com,,,,,,"Research current homepage/contact route, team proof, services pages, exact decision route, and duplicate-contact risk; hold unless one current buyer-trust gap is concrete.","Public source lists +353 (0)873929290, info@eurafricapartners.com, team names, and Europe-Africa investment facilitation positioning.",https://eurafricapartners.com/,2026-08-17,eurafricapartners.com
research,Lane B African-owned businesses in Europe,Euro Afri Link,https://euroafrilink.com/contact-us/,Wageningen,Netherlands,"EU-Africa trade, sourcing, exporter support, consultancy, financing pathways, and education services","Owned site presents 2026 EU-Africa trade services, KvK registration, public email/phone, 15+ countries served, and multiple buyer/exporter/service routes; research should verify whether the broad service navigation creates a specific conversion gap for the right inquiry path.",BridgeWorks service-route clarity and lead-path QA only if a current route or segmentation gap is verified.,"Public owned contact page discovered via current web search on 2026-08-17; local source/prior artifact checks, exact HubSpot company/contact checks, and Gmail exact domain/email checks returned no matches.",,,https://euroafrilink.com/contact-us/,info@euroafrilink.com,,,,,,"Research service pages, contact form, consultation route, proof/case support, and duplicate-contact risk; hold if no exact commercial route gap exists.","Public source lists Wageningen, KvK 71885269, +31 (0) 617130088, info@euroafrilink.com, and 2026 footer.",https://euroafrilink.com/contact-us/ | https://euroafrilink.com/our-services/,2026-08-17,euroafrilink.com
research,Lane B African-owned businesses in Europe,Ruxton Consultancy,https://www.ruxtonconsultancy.com/contact/,Lent,Netherlands,"Africa market consulting, Nigerian entity setup, forex, tax/audit, procurement, and logistics support","Owned contact page presents Nigeria and Netherlands offices plus public emails/phones, but the buyer form is visibly labeled 'Contact Form Demo' on the current contact route.",BridgeWorks contact-route credibility QA and lead-capture cleanup only if the demo-form label remains current.,"Public owned contact page discovered via current web search on 2026-08-17; local source/prior artifact checks, exact HubSpot company/contact checks, and Gmail exact domain/email checks returned no matches.",,,https://www.ruxtonconsultancy.com/contact/,info@ruxtonconsultancy.com,,,,,,"Research contact form behavior, service pages, Netherlands/Nigeria routing, exact recipient, and duplicate-contact risk; draft only if the demo-form label is verified current.","Public source lists sil.thonen@ruxtonconsultancy.com, info@ruxtonconsultancy.com, Lagos and Lent offices, and 2026 footer.",https://www.ruxtonconsultancy.com/contact/,2026-08-17,ruxtonconsultancy.com
research,Lane B African-owned businesses in Europe,Global Law Consultancy,https://globallawconsultancy.com/contacts/,Hamburg / London,Germany / United Kingdom,"Cross-border legal consultancy with UK, Europe, USA, and West Africa branches","Public contact page lists Europe and UK branch contacts with named emails, but repeats the branch blocks and changes the Western African branch contact name between two visible sections.",BridgeWorks contact-route and branch-credibility QA only if the duplication/inconsistency remains current.,"Public contact page discovered via current web search on 2026-08-17; local source/prior artifact checks, exact HubSpot company/contact checks, and Gmail exact domain/email checks returned no matches.",Michael Lord Azure,Europe Branch contact,https://globallawconsultancy.com/contacts/,michael@globallawconsultancy.com,,,,,,"Research Europe/UK branch route, current contact accuracy, practice proof, exact recipient, and duplicate-contact risk; hold unless the branch-contact inconsistency is verified material.","Public source lists Europe branch Michael Lord Azure in Hamburg, UK branch Abraham T. Paddy, and multiple direct branch emails.",https://globallawconsultancy.com/contacts/,2026-08-17,globallawconsultancy.com
research,Lane D Nigeria growth businesses,Stretford Hill Limited,https://stretfordhill.com/,Lagos,Nigeria,"Construction, infrastructure, fit-out, project management, and facility maintenance","Owned site presents named leadership, facility-maintenance services, 2026 blog activity, public quote route, and institutional projects, while homepage trust counters show 0+ jobs, 0+ complete projects, and 0+ happy clients.",BridgeWorks public-proof and conversion trust QA only if zero counters remain visible on current homepage.,"Public owned website discovered via current web search on 2026-08-17; local source/prior artifact checks, exact HubSpot company/contact checks, and Gmail exact domain/email checks returned no matches.",Lakunle Runsewe,Chief Executive Officer,https://stretfordhill.com/,info@stretfordhill.com,,,,,,"Research quote route, project proof, counter rendering, current leadership/contact route, and duplicate-contact risk; draft only if the 0+ proof issue is verified current.","Public source lists info@stretfordhill.com, +234 (0)9138364073, 18A Thompson Avenue Ikoyi Lagos, named CEO, and facility maintenance as a service.",https://stretfordhill.com/,2026-08-17,stretfordhill.com
research,Lane D Nigeria growth businesses,MRI Investments Ltd,https://mriinvestmentsltd.com/,Lagos,Nigeria,"Facility management, property sale and lease management, e-waste, security, safety, warehousing, and logistics","Owned site presents 10+ years experience, 70+ employees, tier-one client claim, and multiple facility-management services, but the testimonial section contains generic placeholder-style copy unrelated to MRI's actual services.",BridgeWorks public-proof cleanup and credibility review only if placeholder testimonials remain visible.,"Public owned website discovered via current web search on 2026-08-17; local source/prior artifact checks, exact HubSpot company/contact checks, and Gmail exact domain/email checks returned no matches.",,,https://mriinvestmentsltd.com/,info@mriinvestmentsltd.com,,,,,,"Research service pages, testimonial/proof section, exact contact route, facility-management offer, and duplicate-contact risk; draft only if placeholder proof is current and material.","Public source lists info@mriinvestmentsltd.com, Lagos address, multiple facility operations services, and visible testimonial text.",https://mriinvestmentsltd.com/,2026-08-17,mriinvestmentsltd.com
research,Lane A Budapest credibility-first SMEs,Budapest Sky Property Management,https://budapestsky.hu/contact-us/,Budapest,Hungary,Short-term rental and property management,"Owned contact page presents Budapest property-management positioning, public office/phone, and a contact form, but displays two different email/domain routes: info@bpsky.hu and hosts@budapestsky.com.",BridgeWorks contact-route consistency and host-owner lead routing QA only if the split-domain route is current.,"Public owned contact page discovered via current web search on 2026-08-17; local source/prior artifact checks, exact HubSpot company/contact checks, and Gmail exact domain/email checks returned no matches.",,,https://budapestsky.hu/contact-us/,info@bpsky.hu,,,,,,"Research booking/domain split, contact form, host-owner route, exact recipient, and duplicate-contact risk; hold unless a clear lead-routing gap is verified.","Public source lists Liszt Ferenc ter 5, +36 70 599 7934, BP Sky Kft., info@bpsky.hu, and hosts@budapestsky.com.",https://budapestsky.hu/contact-us/,2026-08-17,budapestsky.hu
research,Lane A Budapest credibility-first SMEs,TECH FM Kft.,https://www.techfm.hu/en/office-cleaning/,Budapest,Hungary,"Office cleaning, industrial hall cleaning, landscaping, green-area maintenance, and hard-surface maintenance","Owned English office-cleaning page presents a quote form, public phone/email, and multiple facilities services, while the form heading renders as fragmented 'NEED ... FAST?' copy and CTA text varies between REQUEST-A-QUOTE and REQUEST A QUOTE.",BridgeWorks quote-route and English buyer-page QA only if the fragmented quote-form copy remains current.,"Public owned service page discovered via current web search on 2026-08-17; local source/prior artifact checks, exact HubSpot company/contact checks, and Gmail exact domain/email checks returned no matches.",,,https://www.techfm.hu/en/office-cleaning/,info@techfm.hu,,,,,,"Research quote form route, contact destination, service proof, English page rendering, and duplicate-contact risk; draft only if current buyer-route copy issue is verified.","Public source lists +36 20 461 21 31, info@techfm.hu, and Budapest-area office/industrial cleaning services.",https://www.techfm.hu/en/office-cleaning/,2026-08-17,techfm.hu
research,Lane D Nigeria growth businesses,Ridgewell Construction Co. Ltd,https://ridgewell.com.ng/service/facility-management/,Lagos,Nigeria,"Construction, real estate development, and facility management","Owned facility-management service page presents Lagos office details and 2026 footer, but the service copy contains repeated broken phrases and unrelated placeholder-style office details before the Nigeria head office block.",BridgeWorks service-page credibility QA and buyer trust cleanup only if the current page still shows broken service copy.,"Current public web discovery on 2026-08-18; local source/prior artifact checks, exact HubSpot domain/contact checks, and Gmail exact domain/email checks returned no matches.",,,https://ridgewell.com.ng/service/facility-management/,info@ridgewell.com.ng,,,,,,"Research current facility-management service route, contact page, proof assets, exact recipient, and duplicate-contact risk; hold unless one current buyer-trust gap is verified.","Public source lists Lagos address, multiple phone lines, info@ridgewell.com.ng, and Ridgewell Construction Co. Ltd 2026 footer.",https://ridgewell.com.ng/service/facility-management/,2026-08-18,ridgewell.com.ng
research,Lane D Nigeria growth businesses,Okateun Solutions Ltd,https://okateun.com/,Lagos,Nigeria,"Import, export, distribution, freight, customs brokerage, and sourcing","Owned site presents Lagos contact details, logistics and sourcing services, and trade testimonials, while the public footer still shows 2025 and the testimonials should be checked for proof specificity before outreach.",BridgeWorks logistics buyer-trust and public-proof review only if a current proof or date inconsistency remains material.,"Current public web discovery on 2026-08-18; local source/prior artifact checks, exact HubSpot domain/contact checks, and Gmail exact domain/email checks returned no matches.",,,https://okateun.com/,info@okateun.com,,,,,,"Research current homepage, services, testimonials, contact route, exact recipient, and duplicate-contact risk; hold unless the proof/date issue is current and commercial.","Public source lists +2348036533469, info@okateun.com, Lagos Nigeria, import/export management, customs brokerage, freight, and sourcing services.",https://okateun.com/,2026-08-18,okateun.com
research,Lane D Nigeria growth businesses,NexGen Business Advisors Ltd,https://www.nextgenadvisorsltd.com/,Lagos,Nigeria,"Business setup, compliance, accounting, tax, strategy, and financial advisory","Public search snapshot shows the owned site positioning for diaspora investors and foreign corporations, but the contact email uses nextgenadvisors.com while the public website is nextgenadvisorsltd.com and testimonial blocks appear repeated.",BridgeWorks contact-route consistency and advisory proof QA only if the domain split or repeated testimonial block remains current.,"Current public web discovery on 2026-08-18; local source/prior artifact checks, exact HubSpot domain/contact checks, and Gmail exact domain/email checks returned no matches.",,,https://www.nextgenadvisorsltd.com/,info@nextgenadvisors.com,,,,,,"Research current homepage/contact route, email-domain split, testimonials, services, exact recipient, and duplicate-contact risk; hold unless the route or proof issue is verified.","Public source lists Lagos, +234 803 734 5051, info@nextgenadvisors.com, and advisory services for market entry, accounting, tax, and compliance.",https://www.nextgenadvisorsltd.com/,2026-08-18,nextgenadvisorsltd.com
research,Lane D Nigeria growth businesses,Westbridge Legal & Trade Ltd,https://www.westbridgelegaltrade.com.ng/,Lagos,Nigeria,"Legal, corporate, market-entry, customs, NAFDAC, SONCAP, and trade advisory","Owned site presents a clear Europe and West Africa legal-trade offer, response promise, and Lagos contact route, while the long service list should be checked for whether the consultation path maps prospects to the right high-intent service.",BridgeWorks consultation-route and service-segmentation QA only if a current buyer-path issue is verified.,"Current public web discovery on 2026-08-18; local source/prior artifact checks, exact HubSpot domain/contact checks, and Gmail exact domain/email checks returned no matches.",,,https://www.westbridgelegaltrade.com.ng/,info@westbridgelegaltrade.com.ng,,,,,,"Research current consultation route, service navigation, contact form, exact recipient, and duplicate-contact risk; hold if no concrete route gap is found.","Public source lists Lekki Phase 1, info@westbridgelegaltrade.com.ng, response within 24 hours, and 2026 footer.",https://www.westbridgelegaltrade.com.ng/,2026-08-18,westbridgelegaltrade.com.ng
research,Lane D Nigeria growth businesses,Eudoxia Nigeria Limited,https://eudoxianigeria.com/,Lagos,Nigeria,"Pan-African market entry, partnerships, stakeholder engagement, growth advisory, and executive intelligence","Owned homepage presents Lagos contact details, named managing director, and a new Afridecis product, but the product section shifts into broad platform claims that need route and proof verification before any outreach.",BridgeWorks product-route credibility and executive-buyer proof QA only if a current route or proof gap is verified.,"Current public web discovery on 2026-08-18; local source/prior artifact checks, exact HubSpot domain/contact checks, and Gmail exact domain/email checks returned no matches.",Opeyemi Adigun,Managing Director,https://eudoxianigeria.com/,info@eudoxianigeria.com,,,,,,"Research current Afridecis route, consultation path, proof claims, exact recipient, and duplicate-contact risk; hold unless one current commercial gap is concrete.","Public source lists info@eudoxianigeria.com, +234 816 294 6163, Lagos, 2026 footer, and Opeyemi Adigun as Managing Director.",https://eudoxianigeria.com/,2026-08-18,eudoxianigeria.com
research,Lane D Nigeria growth businesses,ZMastery,https://www.zmastery.com/,Lagos,Nigeria,"Africa iGaming SEO, market-entry SEO, audits, content, authority, and recruitment","Owned site presents paid audit, booking, WhatsApp, and iGaming SEO routes, but the contact section shows info@zmastery.com while the footer also shows contact@zmastery.com.",BridgeWorks contact-route consistency and conversion QA only if the split email route remains current.,"Current public web discovery on 2026-08-18; local source/prior artifact checks, exact HubSpot domain/contact checks, and Gmail exact domain/email checks returned no matches.",,,https://www.zmastery.com/,info@zmastery.com,,,,,,"Research current contact, pricing, booking, payment CTA, proof routes, exact destination, and duplicate-contact risk; draft only if split routing is verified current.","Public source lists Lagos, info@zmastery.com, contact@zmastery.com, +234 816 604 2531, and paid audit routes.",https://www.zmastery.com/,2026-08-18,zmastery.com
research,Lane D Nigeria growth businesses,CrestCore Structures,https://crestcorestructures.com/contact,Abuja / Lagos / Port Harcourt,Nigeria,"Prefabricated building solutions, engineering, development, and modular construction","Owned contact page presents Nigeria locations, phones, email, and a proposal promise, but the main contact heading renders as spaced-out letters and the contact section appears duplicated.",BridgeWorks contact-page rendering and proposal-route QA only if the current page still shows the duplicated or spaced-heading issue.,"Current public web discovery on 2026-08-18; local source/prior artifact checks, exact HubSpot domain/contact checks, and Gmail exact domain/email checks returned no matches.",,,https://crestcorestructures.com/contact,Info@CrestCoreStructures.com,,,,,,"Research current contact page rendering, proposal route, location proof, exact destination, and duplicate-contact risk; draft only if the buyer-route issue is verified current.","Public source lists Abuja, Lagos, Port Harcourt, 07067850420, 08067471800, Info@CrestCoreStructures.com, and 2026 footer.",https://crestcorestructures.com/contact,2026-08-18,crestcorestructures.com
research,Lane D Nigeria growth businesses,Aceceros Technology Limited,https://aceceros.com/,Lagos,Nigeria,"Managed IT, cloud infrastructure, IT consulting, software development, and hardware deployment","Owned IT services site presents Lagos office details, support phone, and 2026 footer, but the blog area displays repeated no-post states and the FAQ includes unrelated municipality wording.",BridgeWorks IT buyer-page credibility and content-route QA only if the no-post or irrelevant FAQ issue remains current.,"Current public web discovery on 2026-08-18; local source/prior artifact checks, exact HubSpot domain/contact checks, and Gmail exact domain/email checks returned no matches.",,,https://aceceros.com/,info@aceceros.com,,,,,,"Research current services, FAQ, blog/resource route, contact destination, exact recipient, and duplicate-contact risk; hold unless one current credibility gap is verified.","Public source lists 27A Ogunsami St, Surulere, Lagos, info@aceceros.com, (+234) 703 704 3443, managed IT and cloud infrastructure services.",https://aceceros.com/,2026-08-18,aceceros.com
research,Lane D Nigeria growth businesses,PIA Legal Services,https://pialegalservices.org/,Ibadan / Lagos / Abuja,Nigeria,"Corporate counsel, contract lifecycle management, governance, compliance, and legal resources","Owned legal services site presents named principal counsel, consultation route, legal resources, and 2026 insight content, while homepage trust counters show 0+ matters closed, 0 jurisdictions, and 0% retention rate.",BridgeWorks legal-service credibility and public-proof QA only if the zero-counter issue remains current.,"Current public web discovery on 2026-08-18; local source/prior artifact checks, exact HubSpot domain/contact checks, and Gmail exact domain/email checks returned no matches.",Pretty Ifeoluwa Aderoju,Founder and Principal Counsel,https://pialegalservices.org/,info@pialegalservices.org,,,,,,"Research current homepage proof counters, consultation route, legal resource store, exact recipient, and duplicate-contact risk; draft only if the zero counters are verified current.","Public source lists info@pialegalservices.org, +234 706 671 6542, Ibadan, Lagos, Abuja, and Pretty Ifeoluwa Aderoju as Founder and Principal Counsel.",https://pialegalservices.org/,2026-08-18,pialegalservices.org
research,Lane D Nigeria growth businesses,Saocorp,https://saocorp.africa/,Lagos,Nigeria,Market entry advisory and management consulting for foreign businesses entering African markets,"Owned site presents Nigeria and Germany offices plus market-entry services, but multiple homepage and footer blocks repeat and the Germany address renders Postdam instead of Potsdam.",BridgeWorks market-entry credibility and contact-page QA only if the duplicate footer/address issue remains current.,"Current public web discovery on 2026-08-18; local source/prior artifact checks, exact HubSpot domain/contact checks, and Gmail exact domain/email checks returned no matches.",,,https://saocorp.africa/,info@saocorp.africa,,,,,,"Research current homepage rendering, appointment route, Nigeria/Germany contact routing, exact recipient, and duplicate-contact risk; hold unless the credibility issue is verified current.","Public source lists Lagos office, Germany office, info@saocorp.africa, +234-807-346-8780, +49-1525-9721728, and market-entry advisory.",https://saocorp.africa/,2026-08-18,saocorp.africa
